SMILES,TARGET_Oxidation Potential (vs Li/Li+)
O=C1[C@H]2[C@H]3C[C@@H]1O[C@H]32,1.230718012
C[C@@]12C[C@]1(C)[C@H]1C[C@H]1O2,0.271887301
[H]/N=c1\cncnc(C)c1,0.871913902
CC#CC(=O)COC,1.403555053
CC1(O)C=CCCC=C1,1.19387859
CC[C@H](C#N)CN(C)C,0.261745451
C#C[C@@](C)(C#N)NCC,1.077286145
CO[C@H]1C[C@H]1C[C@@H](C)O,0.41512021
CC[C@H]1CC(=O)C=C1C,1.97374182
C[N@]1[C@H]2[C@@H]1CCC21CC1,0.37927825
C#C[C@]1(C)OC[C@@]12CO2,2.057383883
CO[C@H]1CC[C@@]2(C)O[C@@H]12,1.251007323
CC(C)[C@H]1C[C@H]2CO[C@H]21,0.998444939
OC[C@H]1CCCOC1,1.436577904
CCC[C@]1(C)C[C@H](O)C1,1.318433557
C#CC(=O)OC(C)C,2.467720387
CCC1(CC#N)CC1,1.812244946
C[C@H]1CC12COC2,1.273254758
CC[C@H]1CC(C)=CC1=O,1.156533147
CC1=C[C@H]2C[C@@H]3[N@@]2[C@]13C,0.108394333
CC1(n2ccnc2)CC1,0.739214417
N#C[C@H]1CNC12CC2,0.622226659
C[C@H]1[C@@H](O)[C@H]2CC=C[C@@H]12,0.802272831
C[C@H]1OCCC(=O)C1=O,1.291185219
N=c1nccccn1,1.471266218
CC(=O)[C@@]1(C)O[C@@H]1C,1.560492185
Cc1ncnc(=N)cn1,1.593783508
O=C1CC[C@H](O)CC1=O,1.258810641
O[C@H]1[C@H]2C[C@@H]3C[C@]3(O)[C@@H]12,0.328015991
C[C@@]1(O)CCC[C@H]2C[C@H]21,1.116607992
OC[C@H]1CC2(CC2)CO1,1.262211938
CC[C@@H](C)C(=O)C=O,1.570064591
CC1(CCCO)CC1,1.160316473
COC1COC(=O)OC1,2.307602157
C[C@H]1[C@@H](C=O)[C@H]1C1CC1,1.116151303
O=CCC1CC=CC1,1.199626382
C#C[C@@H]1C[C@H](C)[C@@H]2O[C@@H]21,1.82090048
CC1(C)OC[C@H]2C[C@@H]1C2,1.358957929
C#C[C@H]1C(C)=C[C@H]2N[C@H]21,0.764001212
O=C[C@@]12C=C[C@@H](C1)O2,1.57940881
O=CC[C@H]1CC[C@H]1C=O,1.841936022
CC#C[C@H]1C[C@H]1[C@@H](C)O,0.811643937
O=C1O[C@H](CO)[C@@H]2O[C@H]12,2.477084892
C#CC1(O)CCCCC1,1.648795415
O[C@@H]1CC=CCC[C@@H]1O,1.501557453
CO[C@@H](C)C1=CCOC1,0.900280051
CC[C@@H](O)COC(C)C,1.20709276
CC#CCC1=CCOC1,1.031841697
OCCO[C@H]1C[C@@H](O)C1,1.272372171
C[C@@H]1C(=O)[C@@H]2O[C@H]3[C@@H]2[C@H]31,1.241692828
C[C@H]1[C@@H](O)[C@]12C[C@H](O)C2,0.601364471
C[C@@H]1O[C@]1(C)[C@@H](C)O,1.451142691
C[C@@]12[C@H]3C[C@@H]1[C@@H]1[C@H](C3)[N@@]12,0.571774982
CCC#C[C@H]1CCOC1,1.414085362
Cc1cnn(CC#N)n1,1.970519538
O=C1CCC=C[C@@]12CO2,1.466550501
C#CC1=CC(=O)[C@@H]2O[C@H]12,1.951608731
CCC#CC1(C=O)CC1,1.144185256
CCC(C)(C)CC=O,1.866553023
C#C[C@@H]1O[C@@H]1[C@H](O)CC,1.705020152
C[C@H]1CCc2nn[nH]c21,1.023869066
CC(=O)OCC(C)C,2.155845189
CC1=C[C@H](C)[C@]2(C)N[C@H]12,0.399323253
C[C@H]1[C@H]2C[N@]3[C@H]2[C@]13C#N,1.838657086
CC[C@H]1CC[C@@]12CO2,1.49526446
CC[C@H]1C[C@H](C#N)N1,1.266258116
C1C[C@H]2[C@H]3C[C@H]3C[C@H]2O1,1.103495983
CCC(=O)C(C)(C)CC,1.230229669
C[C@H]1[C@@H](C2CC2)[N@@]1C,0.237991075
CO[C@H]1COC[C@H]1C=O,1.567071783
C#C[C@@](C)(O)[C@H]1CO1,1.879374699
C#C[C@H](C)C#CC=O,2.531529783
[H]/N=C/N1C=NCCN=C1,1.163552625
CC1=C[C@H]2OC[C@H]2CC1,1.019214429
N#C[C@@]12CCCN1CC2,0.895590014
CO[C@H]1C[C@H]1C1CCC1,0.380059667
C#C[C@@H](C)CC(=O)CO,1.770645333
C1CC1CC1COC1,1.777746035
O=C[C@H](O)C1CC(=O)C1,1.729353543
C#C[C@H]1Cc2ccnn21,1.164462691
O=C1OCO[C@@H]1CO,2.287993403
C[N@@]1C[C@H]1c1ccc[nH]1,0.105702785
CC#C[C@H]1OC[C@H]1CO,1.519367541
C[C@@H](O)C1(CO)CCC1,1.285939791
C[C@@]1([C@H]2CO2)C[C@H]1O,0.604516609
CC[C@@H]1[C@H]2C[N@]3[C@H]2[C@H]13,1.009913567
CC(C)[C@H]1CO[C@@H](C)C1,1.453549343
CCC(CC)C(=O)OC,2.122636549
C#CC[C@H]1CCOCO1,2.004259625
C[C@@]1(O)CCC(=O)C1=O,1.111854264
C[C@H]1C=CC=CC[C@H]1O,0.664737045
C[C@H]1O[C@@]2(C=O)CC[C@@H]12,1.505637006
C[C@@H]1OC(=O)O[C@@H]1C,4.934079205
CC[C@H]1[C@H]2OC(C)(C)[C@@H]12,0.539664449
C[C@@H](O)[C@H]1C[C@H]1O,1.121412756
C[C@@]12CC[C@@H](COC1)O2,1.021551317
O=C[C@@]12COC(=O)[C@@H]1C2,2.717145835
C[C@H]1OCC2=CCC[C@H]21,0.917681423
CCc1ccnc(C)n1,1.315509446
CC[C@@H](C)[C@H]1[C@@H](C)[C@H]1O,0.53353331
C[C@]12CC[C@@H](CO)[C@H]1O2,1.362973002
C[C@@H](CO)C1CCCC1,1.674285372
O=C[C@@H]1C[C@@H]1O,1.941355409
C[C@H](C#N)NC[C@H]1CN1,1.230570404
O[C@@]12CC[C@H]3OC[C@@H]1[C@H]32,1.511237443
O=C1C[C@H]2CC[C@H]2O1,1.987435804
OC[C@@H]1C=CCCO1,1.243689754
C#CC12CN([C@@H]1C)[C@@H]2C,0.746448426
C#C[C@H]1[C@H]2[C@@H](C)[C@H]3[C@@H]1[N@@]23,1.26020045
O=C1COCC[C@@H]1CO,1.322026484
C[C@@]12C=CCCO[C@@H]1C2,0.504085205
O[C@H]1C[C@@H]2C[C@H]1CCO2,1.305717822
C[C@H]1[C@H]2[C@H]3C[N@@]3C[C@]21C,0.384294234
C#CC[C@H]1[C@@H](C#N)[N@@]1C,1.422286121
C#C[C@]12C[N@@]1[C@H]1C[C@@H]2C1,0.870321265
C[C@H]1C[C@@]1(C=O)CCO,1.436011207
C[C@@H]1C(=O)CC=C[C@@H]1C,1.359213056
C[C@@]12CC[C@@H](C1)C(=O)C2,1.293445686
N#CC1=C[C@H]2C[C@H]3[C@@H]1[N@@]23,1.098309269
C#C[C@@]12CN=C(C)N1C2,1.290948314
C#CCC[C@H]1CCCO1,1.660032081
C#C[C@H](O)[C@@H]1O[C@@H]1CO,2.154072271
CC[C@H]1C[C@H]1C#CC#N,1.583785988
O=C[C@H]1O[C@H]2C[C@H]2C1=O,1.68640024
COCC1COC1,1.85961261
O=CCOC=O,2.703064468
Cc1ccn(C2CC2)n1,0.688531234
C[C@H]1[C@@H](C)O[C@H]1C1CC1,1.40146386
C[C@]12CC3=C[C@@H]4[C@H]([C@H]31)[N@@]42,0.211372408
C[C@@]12C[C@H]3C[C@@H]1[C@@H]2O3,0.374885229
C[C@@H]1O[C@@H]1[C@@H](C)C1CC1,1.650924721
O=C1C=CCCCC1=O,1.179290519
N#C[C@H]1Cn2ccnc21,1.226774887
O=C1CC2(C1)[C@@H]1OC[C@@H]12,0.977722578
CC(C)(O)[C@H]1CC1(C)C,0.770857328
O=C1CC=C([C@H]2CO2)C1,1.387072783
O[C@H]1CO[C@@H]2C[C@H]1CO2,1.405807733
CO[C@H]1C=C[C@@H]2C[C@H]1O2,1.064825459
COC[C@H](C=O)CO,1.753670631
C[C@H]1CO[C@H]1C1CC1,1.546598586
CCCC[N@]1[C@H](C)[C@@H]1C,0.229824254
O=C[C@H](O)[C@H]1CO1,1.960800075
CC(=O)C(=O)[C@@H]1C[C@@H]1C,1.094950256
C[C@]12C=CC[C@H](CO1)O2,1.154563224
CC[C@@H](C)[C@@H](C)[C@@H](C)O,1.410824041
O=C[C@H](O)[C@H]1C[C@H]2O[C@@H]12,1.659357005
C#CCOCCC1CC1,1.473104964
CC1=CCC(=O)CCC1,0.818334804
CC[C@@H](C)OCC(C)=O,1.136413611
C[C@H]1[C@H]2CC[C@H]2[C@@]12CO2,1.274939237
C#CCn1cnc(=N)[nH]1,0.44231256
C[C@H]1C[N@@]1CCN1CC1,0.560540829
O[C@@H]1C=C[C@@]2(CO2)C1,1.54627352
C[C@]12[C@@H]3[C@@H]4C[N@@]1[C@H]2C[C@@H]43,0.438262699
O=C(CO)C(CO)CO,1.776548696
OC[C@H]1C[C@H]2O[C@H]3[C@@H]1[C@H]32,0.535641621
N#C[C@H]1C[C@@]2(C#N)C[C@@H]12,2.238046823
CC(=O)[C@H]1CCCCO1,1.507792675
C[C@]1(O)C[C@@H]2[C@H](O)[C@@H]2C1,0.635162314
COC[C@@H]1[C@@H]2C[C@H]1O2,1.407189999
C[C@H]1CC[C@@]23C[C@@]12CO3,0.282398144
CN1C[C@@](C)(N)[C@H]1C#N,0.710182879
C[C@H]1C=CC[C@H]1[C@H]1CO1,1.130718342
C[C@H]1C[C@H]2O[C@@]2(C)CO1,1.592937214
O[C@H]1C[C@H]2C=CC[C@@H]1C2,0.88451603
C1=C([C@H]2CO2)COC1,1.171608169
CC1(C)CC(=O)CCO1,1.652493111
CCCn1nnc(N)n1,0.907468157
C[C@H]1C[C@H]1[C@@]1(C)C[C@H]1O,0.511195506
OC[C@]12[C@@H]3C[C@H]1[C@H]2O3,0.595468679
CCC[C@H]1OC(=O)[C@H]1C,2.184545033
C[C@@H]1CC[C@H](C)OCO1,1.630054335
N#C[C@H]1C[C@H]2[C@H]3C[C@H]3N12,1.063994273
CCc1n[nH]cc1C,0.874639182
C[C@@H]1[C@@H]2N=C(C#N)N[C@H]12,0.997655286
C[C@H]1O[C@H]1C[C@@H](O)C=O,1.860696774
O=CCOCC1CC1,1.678560224
C#CC[N@@]1C[C@H]1[C@H]1CN1,0.857646475
O=C1CO[C@@H](CO)CO1,2.04173937
N=c1ccnn[nH]c1=N,1.409486286
C1=C[C@@H]2CC[C@H](CC1)O2,1.037047895
CC(C)[C@@H](C#N)N(C)C,0.525771228
CO[C@H]1C=C[C@H]2C[C@@H]1C2,1.035226421
C[C@@]1(CO)O[C@H]1[C@H]1CO1,1.726091122
C[C@H]1[C@H]2O[C@H]3[C@]1(C)[C@]32C,0.218790285
COC[C@@]1(OC)C[C@H]1C,0.224306556
CC1(C)COCC(=O)C1,1.278657966
C#CC(=O)C#CC(C)C,2.158814174
N#CC[C@H]1[C@@H]2[C@H]3C[C@@H]2N31,1.107442972
O=C1C=CC[C@H](CO)O1,2.19975178
C[C@]12O[C@H]1C1(CC1)[C@H]2O,0.990028533
O[C@H]1CC2=CC[C@@H]3[C@H]2[C@@H]31,0.43776824
C#C[C@H](CO)COC,1.74101441
CC[C@H]1C[C@H]2C[C@H]2C1=O,1.298578158
C[C@H]1[C@@H](O)C[C@H]1C1CC1,1.070289651
CO[C@@H]1C=CC(=O)O1,2.430956586
C#C[C@@H]1[C@@H]2C[C@@H]3[C@H]1[N@]3C2,1.1988971
C[C@H]1C[C@H]1[C@@](C)(O)C=O,1.193024338
C[C@H]1[C@H](C#N)CC12CC2,1.684762229
C[C@H]1C=CCO[C@H]1CO,1.40505643
CCC#C[C@@]1(CC)CN1,0.768817335
C[C@]12C=CC[C@@]1(O)CO2,1.24493107
OCC1CC2(COC2)C1,1.640720227
C#C[C@H]1Cc2cccn21,0.174930366
CCC#C[C@H]1N[C@H]1C#N,1.66406753
C#C[C@@H]1O[C@@H]1[C@@H](C)C=O,1.737867904
C#CC[C@@]12C=CC[C@@H]1O2,1.45576374
CC1=C[C@@H](OC=O)OC1,1.865371988
[H]/N=C1/[C@H](N)CN1/C=N/C,0.8065144
CC[C@H]1CC[C@H](C#N)N1,0.957936071
OCC[C@@H]1[C@@H]2C[C@H]1O2,1.455473966
Cc1cocc1CCO,0.672147813
C#CCCC(CO)CO,1.880494799
C#CCc1ccco1,0.767006249
CCc1cn(C)cn1,0.430717654
C1O[C@H]2[C@@H]3C[C@H]4[C@@H]([C@H]13)[C@H]42,1.120466437
CC[C@@H](C)[C@@H](CO)OC,1.195387604
CC[C@@]12[C@H]3CO[C@@H]1[C@@H]2C3,0.383320452
O=C[C@@H]1O[C@H]2C[C@]1(O)C2,1.672394093
C[C@@H]1C=CC[C@H](CO)O1,1.396100028
OC[C@H]1C[C@@]12O[C@H]1C[C@H]12,0.500732826
COCC(O)(C=O)C=O,1.862546727
CC(=O)[C@H](C)C(=O)CO,1.662886749
C[C@H]1C[C@@]23C[C@H]4[C@@H]2N1[C@H]43,0.24027118
O=C1CCOC1,1.796856812
C#CC(=O)[C@H](C)CC,2.001250464
C[C@@]12CC[C@H]3[C@@H]4[C@@H]([C@@H]41)N32,0.604076667
CC(=O)[C@@H](CO)CCO,1.753164938
CCC1(CC)CO1,1.777041893
N#C[C@@]12C=C[C@@H](C1)N2,1.138484586
C[C@]12OCC[C@H]1CCO2,1.547683915
O=CC1=C[C@@H](O)[C@@H](O)C1,2.339806799
CC1(C)[C@@H]2C[C@H]1[C@@H]1C[N@]21,0.505639134
C1=C[C@H]2N[C@H]2[C@H]2C[C@@H]12,0.747035193
C[C@@H]1[C@H](CCO)C[C@@H]1O,1.318013664
OCCC[C@H]1COCO1,1.856422409
OC1([C@@H]2C=CCC2)CC1,1.132523443
C[C@H]1CC[C@](N)(C#N)C1,1.500633798
CO[C@H]1OCCC1(C)C,1.68355566
CCn1cncc1C,0.378937072
C#C[C@H](C)[C@H]1OCC1=O,1.885435755
CC#CC[C@H](C)COC,1.488046799
C[C@H]1O[C@]23CCO[C@]12C3,0.318412124
C[C@@H]1OC[C@H](C)[C@@H]1CO,1.404453903
C[C@H]1CCO[C@H]1C=O,1.338358723
CO[C@@H]1[C@H](CO)[C@@H]2O[C@H]12,1.494204213
CC#C[C@@H](CC)CC#N,1.896834389
CCC(C)(C)[C@@]1(C)CO1,1.671883266
N#CC#CCN1CC1,1.560639033
C[C@@]12CC[C@@H]3C[N@]3[C@@H]1C2,0.388143055
CC[C@@H](CCO)C(C)C,1.960233089
OC[C@H]1OCC12COC2,1.71525375
C[C@H]1[C@H]2C[C@H]2[C@H]2CO[C@@H]12,1.495367942
O=C1CCC(=O)[C@@H](O)C1,2.144238694
C[C@@]12CC(C#N)=C[C@@H]1C2,1.07782785
CC(C)[C@]1(C)[C@H](O)[C@@H]1C,0.667331926
CC[C@H]1C[C@@]2(CO)O[C@@H]12,1.164343386
OC[C@H]1C[C@@]12CCOC2,1.304006904
C#C[C@@H](C#N)CCC,2.761818984
C#C[C@H](C)[C@@H](C)CC=O,2.046806836
C[C@H]1C[C@@]12[C@H]1C[C@]2(C)O1,0.862789713
CCO[C@@H]1CC=CCC1,1.173692215
CC1([C@H]2C[C@H]3C[N@]32)CC1,0.773171879
CC12CN(C1)[C@]2(C)C#N,1.122533386
CC#CCC(=O)CC,1.322144279
CCC(=O)C1COC1,1.657535089
COC[C@@H]1[C@@H]2CC[C@@H]21,0.838526907
C[C@H]1CC(=O)CC(=O)O1,2.290309824
C1C[C@@H]2OC[C@@H]3[C@H]1C[C@@H]32,1.347132816
C[C@@]12C[C@H]3[C@@H](O1)[C@]32CO,0.451730365
O=C1C[C@@H]2C=C[C@H](O1)O2,2.332371878
C[C@@]12COCC=C1CO2,1.11750718
O[C@H]1CC[C@H]2[C@H]3O[C@H]3[C@H]21,1.074133249
CCc1cocc1C,0.578965729
C1=C\COCCCC/1,1.153434265
N#C[C@@]12CCC[C@@H]1C2,1.678203744
C#CC[C@@H]1CO[C@H](C)O1,1.826510276
C1=C[C@H]2O[C@H]3[C@@H](C1)[C@H]32,0.564813202
O=C1OC[C@]23CO[C@]12C3,1.618154383
C[C@H]1O[C@H]2C[C@]1(O)C2,1.439686589
C[C@@]1([C@@]23CC[C@@H]2C3)CO1,0.577186367
CC(=O)[C@]12CC[C@H]1O2,1.498069275
CO[C@H]1CO[C@H]1[C@@H](C)O,1.21767956
COC[C@@]12C=CC[C@@H]1C2,0.481506456
O=C[C@H]1C[C@H]2OCC[C@@H]12,1.391477614
CC(=O)OC[C@H]1CO1,2.11721003
CCC1=CCO[C@@H]1CC,0.83132224
C[C@]12C[C@H]1C=CCC2=O,0.946434705
CC1=C[C@@H]2C[C@H]1O[C@@H]2C,0.817293366
C1=C[C@@H]2CCO[C@H](C1)C2,1.099706019
C[C@]12CCC[C@H](C1)C2=O,0.83970863
CC[C@@H](C=O)[C@H]1C[C@H]1O,0.840241352
[H]/N=C(/C#N)N1CCC1,1.362944673
CC[C@H]1[C@@H](C)[C@]1(C)OC,0.147900203
CC[C@@]1(C)O[C@H]2CO[C@H]21,1.218047142
CC#C[C@@H]1N[C@@H]1CC,0.897212744
C[C@@]12CCO[C@@H]1C2,0.448039152
C#CCC(=O)C[C@@H](C)O,1.553378409
CC1(C)COC[C@H]2O[C@H]21,1.634566288
OC[C@H]1CCOCOC1,1.69404536
O=C1C=C[C@@H](C2CC2)C1,1.523061163
C[C@H]1C[C@H]2CC=C[C@H]2O1,1.218069263
c1nn[nH]c1C[C@H]1CN1,1.58126739
CC[C@@H](C)[C@H]1C[N@@]1C,0.535096419
C1CC1[C@H]1O[C@H]2CO[C@H]21,1.175121694
OCC1=CC=CCOC1,0.345350857
C[C@H]1O[C@H]1C1=CCCC1,0.705879381
C#CCN1[C@H]2[C@@H]3N[C@H]2[C@@H]31,0.335825931
C[C@H]1CCC[C@H]2[C@@H](O)[C@H]21,0.516903452
CC[C@]12CC[N@]3[C@H](C1)[C@@H]32,1.018500582
C#C[C@H]1CCC[C@H]2O[C@@H]12,1.967940593
C#CCCO[C@H](C)C#C,1.752113581
O=C1CCO[C@H]2C[C@H]2O1,0.929161076
C[C@@H]1N[C@@H](C#N)C[C@@H]1C,1.074986082
CC(=O)[C@H]1[C@@H](O)C1(C)C,0.511220598
CC#CC[C@H](O)COC,1.434312959
CC#CC[C@H]1CO1,1.71669643
O=C[C@@H]1OC[C@]1(O)CO,1.841944989
CCC(CC)[C@@H](N)C#N,1.55529662
C1COC(C[C@H]2CO2)O1,1.744085873
CC[C@]12C[C@H]1C[C@]2(C)O,0.481192517
CC(C)(CO)C1CC1,1.474671408
C#CCC[C@H](O)CO,1.74355429
C#C[C@@]12C[C@@H]1C=CC2=O,1.435705598
C[C@]12C=C[C@](O)(CO1)C2,1.282689662
C#CCCC[C@@H](C)CO,2.122384863
CN=c1cccncn1,0.970436724
CCOC1(CO)COC1,1.501650683
C[C@H]1O[C@@]2(C)C=C[C@@H]1C2,1.009010424
C[N@@]1C[C@H]1[C@]12CC[C@H]1N2,0.388819491
Cn1ccn2nnnc12,1.182869738
CN(C)C(C)(C#N)C#N,1.29791053
O=CC[C@H](O)C1CCC1,1.804753618
COC[C@@H](O)C#CCO,1.83360173
CCO[C@@H]1C=C[C@H](C)O1,1.483623629
O=C1O[C@@H]2[C@H]1[C@@H]1[C@@H](O)[C@H]21,1.479716309
O=C[C@H](O)[C@H](O)CO,1.931872099
OC[C@H]1O[C@H]1C1CC1,1.449017729
CC[C@@H](C)[C@@]1(C)O[C@H]1C,1.292941322
C[C@@H]1O[C@@H]1[C@@H](C)C=O,1.851880267
N#C[C@@H]1C[C@@H]1[C@@H](N)C#N,2.201248075
C[C@H]1[C@@H](CO)[C@H]1CCO,1.002669816
C#C[C@@H]1CC=C[C@@H](C)O1,1.32278978
O[C@H]1C=CC[C@H]1[C@H]1CO1,1.444675733
O=C[C@H]1CC=C[C@@]12CO2,1.456477815
C1N[C@H]1Cc1nn[nH]n1,1.266680106
CO[C@@H]1C=CC(=O)OC1,1.984435831
O=CC1=CCOCOC1,1.967560366
CC1=C[C@H]2N[C@H]2C12CC2,0.339816809
C[C@@]1(O)CCC=C1CO,0.961830476
O=C[C@H]1C[C@H]1C1COC1,1.986144942
C#C[C@]1(C#CC)O[C@H]1C,1.274597161
C[C@@H]1C=C([C@@H](C)O)CC1,0.677314988
CO[C@H]1CC[C@@H](O)C1,1.472739703
O=C1CC[C@H](O)[C@@H]2C[C@H]12,1.424869465
C[C@H]1OCC=C[C@@H](C)O1,1.340678373
C[C@H]1C=C[C@@]2(CO)O[C@@H]12,1.385946985
CCC(=O)C#CC=O,2.542432034
CCO[C@H]1CC(=O)[C@H]1C,1.27322837
CO[C@H]1C[C@@H](O)C[C@H]1C,1.454079467
CCC[C@H]1CO[C@H]1C=O,1.53714227
C#C[C@@H](C#CCC)OC,1.616516499
C[C@@H](C#N)C1(C#N)CC1,2.665880742
CCC1(O)COCOC1,1.438675377
C[C@]12COC[C@@]1(CO)C2,0.835690417
O=C1C[C@H]2[C@@H]1C21COC1,1.667892719
O=C[C@]12COC[C@H](C1)O2,1.624565674
C#C[C@@](C)(C#N)CC,2.654345259
C[C@H](C#C[C@H]1CO1)CO,1.589672297
C1C[C@H]2[C@H]3C[C@H]3O[C@H]2C1,0.674199416
CCCC[C@@H](C)OCC,1.470147998
CO[C@@H](C=O)C1(C)CC1,1.191865794
C1=C[C@@H]2CO[C@H](C1)CO2,1.199625042
C[C@H]1[C@H]2CC=C(CO)[C@@H]12,0.291614384
CC[C@@H]1[C@@H]2C[N@]3[C@H]1[C@]23C,0.707803963
CC[C@H]1C[C@H]1[C@@H](O)CO,1.323287441
CC[C@@]1(C)C[C@H]2OC[C@H]21,1.234110095
CC#C[C@@H](O)C(=O)CO,1.515712655
CC#CC#CCN1CC1,1.139280865
C[C@]12C[C@H]1C(=O)[C@@]21CO1,1.136977971
C#C[C@H]1[C@@H]2C[N@]3[C@H]1[C@]23C,0.901988695
O=CCc1ccccc1,1.300498308
OC[C@@H]1C[C@@H]2C[C@H](C1)O2,1.352576009
O=C[C@]1(CO)CCOC1,1.841777076
CCC(CC)CN1CC1,0.700157091
C[C@@]12C[C@H]3[C@@H]1C1(CC1)N32,0.552482029
CN[C@@H](C)[C@@]1(C#N)CN1,0.830951251
Cn1ncc2n[nH]cc21,0.717516092
O[C@H]1C[C@H]2[C@@H]3[C@@H]4[C@H]2[C@H]1[C@H]34,0.517970573
N#C[C@H]1CC=C2CC[C@H]21,1.116146145
N#CC1=CC[C@@H]2C[C@H]1N2,0.986088408
O=C1[C@@H]2[C@@H]3C[C@@H]([C@@H]32)[C@@H]1O,1.169896738
C#C[C@H]1OC[C@H](O)CO1,1.719213104
CC#C[C@H]1C[C@H](CC)O1,1.476525977
CC[C@@]1(C)C[C@H]1OC,0.207614237
C[C@]12O[C@H]1CC(=O)[C@H]2O,1.548325413
CC#C[C@@]1(C)CO1,1.470210806
O[C@@H]1/C=C\CCCOC1,0.726861208
CC(=O)[C@@H]1CCC[C@@H]1C,1.531664217
CC[C@H]1C[C@H]2O[C@H]2CO1,1.741347653
C1[C@@H]2[C@H]1[C@@H]1[C@H]3[C@@H]1[N@]1[C@H]3[C@H]21,0.287402215
CC1=C[C@@]2(CCC1)CN2,0.321071908
N#C[C@H]1N[C@@H]2[C@H]1[N@]1C[C@H]21,1.286675645
C[C@]12C[C@@]1(C)[C@@H]1C[C@@]12O,0.442704584
C1=C[C@H]2CO[C@@H]1O2,1.732777135
C1N[C@]12[C@@H]1C[C@H]2[C@]12CN2,1.018909096
C[C@H]1C[C@@H](C#N)[N@@]2C[C@@H]12,1.413756053
COCC#CCOC=O,2.126747751
C#CCn1cccc1C,0.006910882
C[C@H]1O[C@@]2(C)CO[C@@]12C,1.065275253
CC[N@@]1C[C@H]1CCC#N,0.946759549
N#C[C@H]1N[C@H]2[C@H]3N[C@H]3[C@H]21,0.735360765
C[C@@H](C=O)[C@@H](O)CCO,1.784855622
C[C@@]12[C@H]3[C@H]4C[N@]1[C@@H]2[C@H]43,0.251961004
CC#C[C@H]1CN1,1.005321246
C#CC[C@H]1C[C@@H](C)CO1,1.528045213
CC1=CC(=O)[C@@]2(C)C[C@@H]12,1.190650084
CC#CC[C@H]1CCO1,1.326215363
C[C@@H]1C[C@]1(C)C[C@@H](C)O,0.562244483
C1O[C@@]12C[C@H]1[C@H]3O[C@H]3[C@H]12,1.280835339
CC1=CCCC[C@H]2N[C@@H]12,0.329014437
COC[C@@H](C)CCC=O,2.13137592
C#C[C@H](OCC)C1CC1,1.776343565
O=C1CC[C@H]2C[C@H]3[C@@H]1[C@@H]23,1.055449328
CC(C)[C@]12CCC[C@H]1O2,1.270640821
COC[C@]1(C)[C@@H]2C[C@H]1O2,1.273291864
C#C[C@@H]1[C@H](C=O)C1(C)C,1.136202834
O[C@H]1C[C@H]1[C@@H]1[C@@H]2CC[C@@H]21,0.637621437
CC#CC1(COC)CC1,0.775356175
C[C@H]1C[C@@H](CCO)C1,1.68011466
C[C@H]1CO[C@H]2C[C@]21CO,0.407269397
O=C1CC2(CC2)[C@@]12CO2,1.270284788
C#C[C@@]12C[C@H]3[C@@H]4[C@@H]([C@@H]41)N32,0.881890095
C[C@@H]1[C@H]2C=CCO[C@@H]1C2,0.946918289
C[C@H]1CC(=O)C(C)(C)C1,1.192935558
CC(C)C(C)(CO)CO,1.632984804
C[C@H](C#CC=O)CC=O,2.38582304
O=C1CC2(C1)C[C@@H]2CO,1.469030232
C1=CCOCCC1,1.263052656
CC1=C[C@H]2C[C@H]2[C@H]1CO,0.316559788
N#C[C@@]12C[C@H]3CN1C[C@H]32,1.335286974
CC1=C2CC[C@H]2[C@H]2N[C@@H]12,0.278249515
O=C1CO[C@@H]2[C@H]3O[C@@H]2[C@@H]13,1.920457765
C#C[C@H](CC(C)=O)OC,1.547063974
C1C[C@@]23CC[C@@H]2OC[C@@H]13,1.067311551
C[C@H]1CC[C@@]12CO2,1.539839194
C#C[C@@H]1OCC=C1CC,1.234009071
N#CCC1([C@H]2CN2)CC1,1.433348755
O=CCC[C@H]1CCCO1,1.647842834
O=C[C@]12CC(=O)[C@H]1CO2,1.999898658
O=C(CO)[C@@H](O)[C@H]1CO1,1.798788607
C[C@H]1[C@@H]([C@H]2CO2)[C@]1(C)O,0.437016711
CC#C[C@H]1CCC1=O,0.828642733
O=C[C@@]1(C2CCC2)CO1,1.966902476
C[C@]12CC[C@H](OC1)OC2,1.370202572
O=C[C@H]1C=CC[C@@]12CO2,1.574583947
CC1(C)C[C@H]1CCC#N,1.213437593
CC#CCC[C@@H](C)CO,1.489590694
CC1=C[C@@H](O)[C@@H](O)C1,1.170286314
CCC(=O)CC(=O)OC,1.808677764
CC1(C)C[C@H]1[C@H]1CCO1,0.729283966
C[C@@H](O)[C@H]1COC1(C)C,1.472522369
C[C@H]1[C@H]2C[C@H]2[C@H]1CCO,0.865065707
O=C1C[C@H]2[C@H]3O[C@H]3[C@@H]12,1.372841093
N#C[C@@]12C[C@H]3[C@@H]4[C@@H]([C@@H]41)[C@H]32,1.316136618
CC#C[C@H]1OC[C@H]1C,1.472119699
Cn1cc(N)nn1,0.310918861
O[C@H]1CC[C@H]2O[C@H]3[C@@H]1[C@H]32,0.641025465
C[C@H]1O[C@@H]2[C@@H]3C[C@H]1C[C@@H]32,0.345649035
O=C[C@](O)(CO)C1CC1,1.212818986
CC[C@@H]1C=CC[C@H](O)C1,1.122565926
C[C@@H]1[C@H](C)[C@@]1(C)OC=O,1.002721088
C[C@H]1C[C@@H](CO)[C@H]2O[C@H]21,1.683551821
CC1(C)C=C[C@@]2(CO2)C1,1.139031126
